ad_category,ad_revenue,currency,edition_id,quarter
"A001""""","3072966.0""""","INR""""","ED1008""""","Q3-2019"""""
"A004""""","2331273.0""""","INR""""","ED1010""""","Q1-2023"""""
"A002""""","4878582.0""""","INR""""","ED1001""""","4th Qtr 2023"""""
"A003""""","1433676.0""""","INR""""","ED1010""""","4th Qtr 2019"""""
"A001""""","4477898.0""""","INR""""","ED1004""""","Q3-2019"""""
"A004""""","3762752.0""""","INR""""","ED1004""""","2024-Q2"""""
"A003""""","3106488.0""""","IN RUPEES""""","ED1001""""","2020-Q2"""""
"A003""""","1971646.0""""","IN RUPEES""""","ED1010""""","4th Qtr 2024"""""
"A004""""","4560605.0""""","INR""""","ED1005""""","4th Qtr 2021"""""
"A002""""","52645.82""""","EUR""""","ED1004""""","2022-Q2"""""
"A003""""","1113633.0""""","INR""""","ED1007""""","2020-Q2"""""
"A004""""","3171928.0""""","INR""""","ED1010""""","2022-Q2"""""
"A002""""","4872915.0""""","INR""""","ED1003""""","4th Qtr 2022"""""
"A002""""","4506722.0""""","INR""""","ED1008""""","4th Qtr 2024"""""
"A001""""","4786886.0""""","INR""""","ED1009""""","4th Qtr 2023"""""
"A003""""","51670.81""""","EUR""""","ED1007""""","2019-Q2"""""
"A003""""","2708457.0""""","INR""""","ED1002""""","4th Qtr 2020"""""
"A002""""","4550543.0""""","INR""""","ED1003""""","Q1-2022"""""
"A003""""","1069470.0""""","INR""""","ED1005""""","Q1-2020"""""
"A001""""","1717472.0""""","INR""""","ED1010""""","4th Qtr 2023"""""
"A001""""","2650525.0""""","IN RUPEES""""","ED1008""""","Q1-2021"""""
"A003""""","2937499.0""""","INR""""","ED1007""""","Q3-2023"""""
"A003""""","1917336.0""""","INR""""","ED1007""""","2023-Q2"""""
"A001""""","21744.55""""","USD""""","ED1009""""","4th Qtr 2023"""""
"A003""""","1446083.0""""","INR""""","ED1009""""","Q3-2020"""""
"A003""""","2783959.0""""","INR""""","ED1001""""","2019-Q2"""""
"A004""""","22582.33""""","EUR""""","ED1010""""","4th Qtr 2023"""""
"A004""""","2257381.0""""","INR""""","ED1001""""","4th Qtr 2022"""""
"A004""""","1448247.0""""","IN RUPEES""""","ED1006""""","Q3-2024"""""
"A003""""","1589196.0""""","INR""""","ED1008""""","Q1-2022"""""
"A001""""","16475.22""""","USD""""","ED1003""""","2021-Q2"""""
"A001""""","1548511.0""""","INR""""","ED1001""""","2020-Q2"""""
"A003""""","1621044.0""""","INR""""","ED1001""""","Q1-2023"""""
"A002""""","4967832.0""""","INR""""","ED1010""""","4th Qtr 2022"""""
"A001""""","1889735.0""""","INR""""","ED1010""""","4th Qtr 2019"""""
"A004""""","2173878.0""""","INR""""","ED1001""""","2019-Q2"""""
"A003""""","3509884.0""""","INR""""","ED1007""""","Q1-2023"""""
"A003""""","54711.36""""","USD""""","ED1007""""","4th Qtr 2019"""""
"A004""""","2267404.0""""","INR""""","ED1005""""","2021-Q2"""""
"A003""""","2435643.0""""","INR""""","ED1010""""","Q1-2020"""""
"A001""""","3823559.0""""","IN RUPEES""""","ED1004""""","Q3-2024"""""
"A003""""","4173283.0""""","INR""""","ED1002""""","Q1-2021"""""
"A003""""","2938517.0""""","INR""""","ED1004""""","4th Qtr 2024"""""
"A002""""","1370821.0""""","INR""""","ED1007""""","4th Qtr 2019"""""
"A001""""","4016088.0""""","INR""""","ED1004""""","4th Qtr 2019"""""
"A001""""","48110.01""""","EUR""""","ED1001""""","Q1-2021"""""
"A004""""","3061306.0""""","INR""""","ED1010""""","2020-Q2"""""
"A003""""","3494727.0""""","INR""""","ED1004""""","4th Qtr 2022"""""
"A002""""","30228.93""""","EUR""""","ED1001""""","Q1-2023"""""
"A001""""","3890750.0""""","IN RUPEES""""","ED1006""""","2019-Q2"""""
"A003""""","3304212.0""""","INR""""","ED1004""""","Q1-2020"""""
"A003""""","24385.07""""","EUR""""","ED1001""""","Q1-2022"""""
"A002""""","33546.32""""","EUR""""","ED1003""""","Q1-2020"""""
"A001""""","3816051.0""""","INR""""","ED1004""""","4th Qtr 2020"""""
"A002""""","15046.42""""","EUR""""","ED1010""""","Q3-2022"""""
"A004""""","38802.59""""","EUR""""","ED1006""""","Q1-2020"""""
"A003""""","33936.51""""","EUR""""","ED1006""""","4th Qtr 2019"""""
"A001""""","48218.2""""","EUR""""","ED1003""""","Q3-2021"""""
"A003""""","49280.83""""","EUR""""","ED1009""""","4th Qtr 2021"""""
"A003""""","3689392.0""""","IN RUPEES""""","ED1002""""","Q3-2023"""""
"A003""""","22624.54""""","EUR""""","ED1008""""","Q1-2021"""""
"A001""""","4893012.0""""","INR""""","ED1003""""","Q1-2023"""""
"A002""""","3964411.0""""","INR""""","ED1009""""","Q1-2022"""""
"A001""""","2342218.0""""","INR""""","ED1009""""","Q3-2022"""""
"A004""""","3862439.0""""","INR""""","ED1007""""","Q1-2021"""""
"A004""""","4980925.0""""","INR""""","ED1010""""","4th Qtr 2020"""""
"A002""""","1421291.0""""","IN RUPEES""""","ED1007""""","Q1-2023"""""
"A001""""","2364194.0""""","INR""""","ED1010""""","4th Qtr 2022"""""
"A001""""","2968799.0""""","INR""""","ED1009""""","4th Qtr 2020"""""
"A003""""","55165.43""""","EUR""""","ED1009""""","Q3-2022"""""
"A001""""","4582286.0""""","INR""""","ED1001""""","Q3-2024"""""
"A004""""","34710.31""""","EUR""""","ED1007""""","2022-Q2"""""
"A004""""","2316140.0""""","IN RUPEES""""","ED1003""""","Q1-2021"""""
"A001""""","3497742.0""""","IN RUPEES""""","ED1007""""","Q1-2020"""""
"A003""""","4780497.0""""","INR""""","ED1007""""","4th Qtr 2022"""""
"A003""""","3877434.0""""","INR""""","ED1003""""","Q3-2020"""""
"A002""""","49535.57""""","USD""""","ED1005""""","4th Qtr 2020"""""
"A001""""","3185748.0""""","INR""""","ED1003""""","Q1-2023"""""
"A003""""","2873833.0""""","INR""""","ED1008""""","Q3-2019"""""
"A003""""","1422981.0""""","IN RUPEES""""","ED1006""""","2019-Q2"""""
"A003""""","55483.16""""","USD""""","ED1006""""","4th Qtr 2020"""""
"A003""""","2035190.0""""","INR""""","ED1010""""","Q1-2019"""""
"A002""""","22813.23""""","EUR""""","ED1008""""","2020-Q2"""""
"A004""""","4985211.0""""","IN RUPEES""""","ED1003""""","Q3-2019"""""
"A001""""","2006650.0""""","INR""""","ED1007""""","Q1-2023"""""
"A002""""","3620989.0""""","INR""""","ED1007""""","2024-Q2"""""
"A004""""","3442364.0""""","INR""""","ED1004""""","4th Qtr 2019"""""
"A003""""","1813467.0""""","INR""""","ED1009""""","2022-Q2"""""
"A001""""","4981686.0""""","INR""""","ED1009""""","2020-Q2"""""
"A004""""","33423.65""""","USD""""","ED1002""""","Q3-2021"""""
"A002""""","24914.08""""","USD""""","ED1006""""","Q1-2024"""""
"A001""""","4468958.0""""","INR""""","ED1006""""","4th Qtr 2023"""""
"A002""""","34801.63""""","EUR""""","ED1010""""","Q3-2019"""""
"A004""""","37911.13""""","EUR""""","ED1008""""","2022-Q2"""""
"A003""""","1126588.0""""","INR""""","ED1002""""","Q1-2019"""""
"A001""""","4175234.0""""","INR""""","ED1002""""","Q3-2022"""""
"A001""""","3108487.0""""","INR""""","ED1006""""","4th Qtr 2022"""""
"A003""""","1962982.0""""","IN RUPEES""""","ED1010""""","4th Qtr 2022"""""
"A003""""","4966317.0""""","INR""""","ED1002""""","4th Qtr 2022"""""
"A003""""","4669703.0""""","INR""""","ED1001""""","2023-Q2"""""
"A001""""","4007884.0""""","INR""""","ED1003""""","Q3-2019"""""
"A003""""","23576.39""""","EUR""""","ED1006""""","Q3-2022"""""
"A003""""","3085027.0""""","INR""""","ED1010""""","2021-Q2"""""
"A001""""","2343727.0""""","INR""""","ED1003""""","2024-Q2"""""
"A003""""","23946.39""""","EUR""""","ED1007""""","4th Qtr 2023"""""
"A001""""","4297881.0""""","INR""""","ED1008""""","4th Qtr 2019"""""
"A001""""","4676770.0""""","INR""""","ED1007""""","Q3-2024"""""
"A004""""","4986784.0""""","IN RUPEES""""","ED1008""""","Q1-2023"""""
"A004""""","2410985.0""""","INR""""","ED1001""""","Q3-2019"""""
"A001""""","2121905.0""""","INR""""","ED1009""""","Q3-2019"""""
"A001""""","29408.76""""","EUR""""","ED1001""""","Q1-2022"""""
"A001""""","1651218.0""""","INR""""","ED1007""""","Q3-2020"""""
"A002""""","13010.41""""","USD""""","ED1002""""","Q3-2024"""""
"A003""""","1805533.0""""","INR""""","ED1004""""","Q1-2022"""""
"A004""""","4342961.0""""","INR""""","ED1005""""","2020-Q2"""""
"A001""""","4946735.0""""","IN RUPEES""""","ED1009""""","4th Qtr 2019"""""
"A004""""","2400998.0""""","IN RUPEES""""","ED1008""""","2022-Q2"""""
"A001""""","13498.81""""","EUR""""","ED1006""""","Q3-2019"""""
"A003""""","1935650.0""""","INR""""","ED1001""""","4th Qtr 2023"""""
"A003""""","1132827.0""""","INR""""","ED1002""""","2022-Q2"""""
"A003""""","1284777.0""""","INR""""","ED1008""""","Q1-2020"""""
"A002""""","1144678.0""""","INR""""","ED1008""""","4th Qtr 2020"""""
"A001""""","3173394.0""""","INR""""","ED1009""""","2024-Q2"""""
"A002""""","1148038.0""""","INR""""","ED1004""""","4th Qtr 2022"""""
"A001""""","2275804.0""""","INR""""","ED1009""""","2021-Q2"""""
"A002""""","23777.63""""","EUR""""","ED1005""""","4th Qtr 2019"""""
"A001""""","34206.77""""","USD""""","ED1007""""","4th Qtr 2022"""""
"A003""""","43606.69""""","USD""""","ED1006""""","Q3-2023"""""
"A001""""","4456931.0""""","INR""""","ED1003""""","Q3-2019"""""
"A002""""","4532792.0""""","INR""""","ED1007""""","Q1-2019"""""
"A003""""","2913507.0""""","INR""""","ED1008""""","Q3-2024"""""
"A003""""","25419.59""""","EUR""""","ED1007""""","Q3-2019"""""
"A001""""","22988.17""""","EUR""""","ED1010""""","4th Qtr 2021"""""
"A003""""","2164635.0""""","INR""""","ED1004""""","Q1-2023"""""
"A004""""","42391.37""""","USD""""","ED1009""""","Q1-2023"""""
"A001""""","2911066.0""""","INR""""","ED1005""""","4th Qtr 2024"""""
"A002""""","2835620.0""""","INR""""","ED1009""""","Q1-2024"""""
"A004""""","27144.1""""","EUR""""","ED1007""""","Q3-2023"""""
"A002""""","1889084.0""""","INR""""","ED1003""""","2019-Q2"""""
"A001""""","2958468.0""""","INR""""","ED1003""""","Q1-2019"""""
"A004""""","4540171.0""""","INR""""","ED1008""""","4th Qtr 2020"""""
"A003""""","4185890.0""""","INR""""","ED1010""""","Q3-2020"""""
"A002""""","2511683.0""""","INR""""","ED1008""""","4th Qtr 2021"""""
"A001""""","3635048.0""""","INR""""","ED1005""""","Q1-2024"""""
"A004""""","3994862.0""""","INR""""","ED1007""""","Q3-2021"""""
"A003""""","3257281.0""""","IN RUPEES""""","ED1005""""","Q1-2022"""""
"A002""""","4246611.0""""","IN RUPEES""""","ED1003""""","Q3-2022"""""
"A001""""","1007440.0""""","INR""""","ED1002""""","2023-Q2"""""
"A003""""","2446120.0""""","INR""""","ED1009""""","4th Qtr 2021"""""
"A003""""","4493893.0""""","INR""""","ED1002""""","4th Qtr 2024"""""
"A001""""","1048719.0""""","IN RUPEES""""","ED1010""""","Q1-2022"""""
"A002""""","2682267.0""""","INR""""","ED1003""""","2023-Q2"""""
"A004""""","4408072.0""""","INR""""","ED1004""""","2024-Q2"""""
"A001""""","1441950.0""""","IN RUPEES""""","ED1005""""","2019-Q2"""""
"A003""""","2973670.0""""","INR""""","ED1006""""","2022-Q2"""""
"A003""""","49507.6""""","USD""""","ED1002""""","Q1-2023"""""
"A003""""","4711892.0""""","INR""""","ED1003""""","2022-Q2"""""
"A002""""","1602294.0""""","INR""""","ED1003""""","4th Qtr 2023"""""
"A003""""","1040707.0""""","INR""""","ED1007""""","Q3-2019"""""
"A001""""","3602816.0""""","INR""""","ED1004""""","Q3-2021"""""
"A002""""","3736649.0""""","INR""""","ED1006""""","Q3-2023"""""
"A003""""","3068334.0""""","INR""""","ED1009""""","Q1-2024"""""
"A001""""","4557145.0""""","INR""""","ED1002""""","4th Qtr 2023"""""
"A001""""","2584494.0""""","INR""""","ED1006""""","Q3-2022"""""
"A001""""","45408.87""""","EUR""""","ED1010""""","Q3-2021"""""
"A003""""","59989.33""""","USD""""","ED1008""""","Q3-2023"""""
"A003""""","2572015.0""""","INR""""","ED1004""""","2019-Q2"""""
"A002""""","18776.23""""","EUR""""","ED1010""""","2019-Q2"""""
"A003""""","4684030.0""""","INR""""","ED1009""""","2021-Q2"""""
"A004""""","24847.89""""","USD""""","ED1010""""","Q3-2019"""""
"A003""""","1371953.0""""","INR""""","ED1009""""","Q3-2020"""""
"A003""""","32130.26""""","EUR""""","ED1006""""","Q1-2021"""""
"A002""""","3081065.0""""","IN RUPEES""""","ED1010""""","Q1-2023"""""
"A001""""","38480.02""""","EUR""""","ED1008""""","2019-Q2"""""
"A003""""","4961514.0""""","INR""""","ED1004""""","2023-Q2"""""
"A002""""","3446022.0""""","IN RUPEES""""","ED1007""""","4th Qtr 2019"""""
"A003""""","44813.64""""","USD""""","ED1007""""","2024-Q2"""""
"A004""""","3894529.0""""","INR""""","ED1002""""","2022-Q2"""""
"A001""""","1711910.0""""","INR""""","ED1004""""","2020-Q2"""""
"A003""""","19196.84""""","USD""""","ED1009""""","Q1-2023"""""
"A002""""","49948.29""""","USD""""","ED1006""""","Q1-2020"""""
"A002""""","42434.93""""","EUR""""","ED1004""""","2020-Q2"""""
"A004""""","1714777.0""""","INR""""","ED1008""""","2024-Q2"""""
"A002""""","58809.96""""","USD""""","ED1005""""","2021-Q2"""""
"A001""""","3556118.0""""","INR""""","ED1006""""","Q1-2023"""""
"A003""""","3242780.0""""","INR""""","ED1009""""","Q3-2024"""""
"A002""""","4284607.0""""","INR""""","ED1005""""","4th Qtr 2024"""""
"A003""""","4130337.0""""","IN RUPEES""""","ED1004""""","Q3-2022"""""
"A003""""","1226711.0""""","INR""""","ED1004""""","Q3-2024"""""
"A004""""","2848489.0""""","INR""""","ED1006""""","2020-Q2"""""
"A003""""","34110.72""""","USD""""","ED1006""""","Q1-2021"""""
"A001""""","4186647.0""""","INR""""","ED1004""""","Q3-2019"""""
"A002""""","30534.02""""","EUR""""","ED1010""""","4th Qtr 2021"""""
"A002""""","47187.63""""","EUR""""","ED1009""""","4th Qtr 2019"""""
"A004""""","18283.01""""","USD""""","ED1007""""","2022-Q2"""""
"A001""""","3943869.0""""","IN RUPEES""""","ED1005""""","4th Qtr 2023"""""
"A003""""","1629690.0""""","INR""""","ED1008""""","Q1-2019"""""
"A004""""","46596.27""""","USD""""","ED1010""""","Q1-2024"""""
"A003""""","50542.95""""","USD""""","ED1010""""","2020-Q2"""""
"A004""""","19207.25""""","USD""""","ED1009""""","4th Qtr 2024"""""
"A003""""","4592455.0""""","INR""""","ED1009""""","Q1-2022"""""
"A004""""","27018.28""""","USD""""","ED1009""""","Q3-2021"""""
"A001""""","4967532.0""""","INR""""","ED1008""""","2023-Q2"""""
"A003""""","21876.51""""","EUR""""","ED1009""""","Q1-2019"""""
"A001""""","2646238.0""""","INR""""","ED1002""""","Q1-2020"""""
"A003""""","25762.24""""","USD""""","ED1004""""","Q1-2021"""""
"A004""""","2017027.0""""","INR""""","ED1003""""","2020-Q2"""""
"A004""""","1878059.0""""","INR""""","ED1008""""","Q3-2020"""""
"A001""""","2104949.0""""","INR""""","ED1001""""","4th Qtr 2021"""""
"A001""""","2665096.0""""","INR""""","ED1008""""","Q1-2022"""""
"A001""""","45565.06""""","EUR""""","ED1003""""","Q1-2021"""""
"A002""""","1005833.0""""","INR""""","ED1009""""","2022-Q2"""""
"A003""""","2349198.0""""","INR""""","ED1009""""","Q3-2021"""""
"A002""""","3397133.0""""","INR""""","ED1010""""","2021-Q2"""""
"A001""""","2676615.0""""","INR""""","ED1002""""","4th Qtr 2020"""""
"A002""""","4234838.0""""","INR""""","ED1008""""","4th Qtr 2023"""""
"A001""""","2456742.0""""","INR""""","ED1004""""","Q1-2021"""""
"A004""""","1607664.0""""","INR""""","ED1008""""","4th Qtr 2024"""""
"A004""""","1700195.0""""","INR""""","ED1007""""","2021-Q2"""""
"A003""""","32444.49""""","USD""""","ED1008""""","Q1-2023"""""
"A004""""","3402477.0""""","INR""""","ED1009""""","Q3-2023"""""
"A002""""","3664114.0""""","INR""""","ED1003""""","Q1-2024"""""
"A001""""","16038.69""""","USD""""","ED1006""""","Q3-2021"""""
"A003""""","4117736.0""""","INR""""","ED1006""""","Q1-2022"""""
"A001""""","2170763.0""""","INR""""","ED1009""""","Q3-2021"""""
"A004""""","2809027.0""""","INR""""","ED1004""""","Q1-2019"""""
"A001""""","3695135.0""""","INR""""","ED1001""""","2019-Q2"""""
"A003""""","1478853.0""""","INR""""","ED1009""""","2024-Q2"""""
"A001""""","4738474.0""""","INR""""","ED1008""""","Q3-2022"""""
"A004""""","4774237.0""""","INR""""","ED1002""""","Q1-2021"""""
"A003""""","39884.89""""","USD""""","ED1008""""","4th Qtr 2024"""""
"A001""""","2169207.0""""","INR""""","ED1006""""","4th Qtr 2022"""""
"A003""""","4974528.0""""","INR""""","ED1007""""","4th Qtr 2024"""""
"A003""""","4772787.0""""","INR""""","ED1001""""","4th Qtr 2022"""""
"A002""""","55134.24""""","USD""""","ED1001""""","Q3-2021"""""
"A001""""","1973364.0""""","INR""""","ED1003""""","Q3-2023"""""
"A001""""","1394357.0""""","INR""""","ED1002""""","Q1-2024"""""
"A001""""","3966415.0""""","INR""""","ED1001""""","2021-Q2"""""
"A001""""","21459.14""""","EUR""""","ED1009""""","Q3-2023"""""
"A002""""","1570853.0""""","IN RUPEES""""","ED1004""""","Q1-2020"""""
"A001""""","1612425.0""""","INR""""","ED1007""""","4th Qtr 2023"""""
"A001""""","1623335.0""""","INR""""","ED1006""""","Q3-2020"""""
"A001""""","36491.02""""","USD""""","ED1005""""","Q1-2019"""""
"A002""""","12290.23""""","USD""""","ED1006""""","4th Qtr 2023"""""
"A003""""","27832.44""""","EUR""""","ED1006""""","Q3-2021"""""
"A002""""","4660210.0""""","INR""""","ED1009""""","2020-Q2"""""
"A003""""","2336952.0""""","INR""""","ED1007""""","Q3-2024"""""
"A003""""","1283216.0""""","INR""""","ED1002""""","Q3-2024"""""
"A004""""","27265.55""""","USD""""","ED1001""""","Q1-2024"""""
"A002""""","2425602.0""""","INR""""","ED1007""""","2022-Q2"""""
"A003""""","4724579.0""""","IN RUPEES""""","ED1002""""","Q3-2023"""""
"A004""""","2676505.0""""","INR""""","ED1010""""","2023-Q2"""""
"A001""""","1271035.0""""","INR""""","ED1008""""","2020-Q2"""""
"A001""""","18571.84""""","EUR""""","ED1001""""","2024-Q2"""""
"A003""""","4541077.0""""","IN RUPEES""""","ED1001""""","Q1-2020"""""
"A003""""","40112.34""""","EUR""""","ED1003""""","Q1-2020"""""
"A001""""","3205772.0""""","INR""""","ED1001""""","2022-Q2"""""
"A004""""","2112519.0""""","INR""""","ED1007""""","Q1-2024"""""
"A001""""","3687266.0""""","INR""""","ED1006""""","Q3-2020"""""
"A001""""","4205147.0""""","INR""""","ED1003""""","Q3-2022"""""
"A003""""","2265768.0""""","INR""""","ED1004""""","Q1-2019"""""
"A002""""","2483459.0""""","INR""""","ED1001""""","2023-Q2"""""
"A001""""","2150662.0""""","INR""""","ED1005""""","Q1-2023"""""
"A002""""","2500877.0""""","INR""""","ED1005""""","Q3-2019"""""
"A003""""","2039998.0""""","INR""""","ED1004""""","4th Qtr 2021"""""
"A003""""","4260601.0""""","INR""""","ED1007""""","2021-Q2"""""
"A001""""","1338225.0""""","INR""""","ED1007""""","4th Qtr 2020"""""
"A003""""","4377444.0""""","INR""""","ED1010""""","4th Qtr 2024"""""
"A004""""","2622090.0""""","INR""""","ED1004""""","2023-Q2"""""
"A001""""","2948726.0""""","INR""""","ED1003""""","4th Qtr 2023"""""
"A001""""","2045271.0""""","IN RUPEES""""","ED1003""""","2020-Q2"""""
"A001""""","16232.37""""","USD""""","ED1008""""","2023-Q2"""""
"A004""""","16558.55""""","USD""""","ED1006""""","2022-Q2"""""
"A001""""","3711664.0""""","IN RUPEES""""","ED1007""""","Q3-2022"""""
"A003""""","3150304.0""""","INR""""","ED1002""""","4th Qtr 2021"""""
"A003""""","31314.54""""","EUR""""","ED1008""""","Q1-2024"""""
"A001""""","26069.72""""","EUR""""","ED1006""""","2021-Q2"""""
"A002""""","4435378.0""""","INR""""","ED1001""""","Q1-2019"""""
"A002""""","1990495.0""""","INR""""","ED1010""""","4th Qtr 2020"""""
"A003""""","1096674.0""""","INR""""","ED1008""""","4th Qtr 2023"""""
"A001""""","2936467.0""""","INR""""","ED1002""""","Q3-2019"""""
"A001""""","30418.09""""","EUR""""","ED1003""""","Q1-2024"""""
"A003""""","30490.96""""","USD""""","ED1001""""","4th Qtr 2021"""""
"A003""""","3170086.0""""","INR""""","ED1008""""","2019-Q2"""""
"A004""""","4540957.0""""","INR""""","ED1006""""","Q3-2024"""""
"A003""""","3184920.0""""","INR""""","ED1007""""","4th Qtr 2020"""""
"A004""""","4030737.0""""","INR""""","ED1006""""","Q3-2019"""""
"A001""""","40774.12""""","USD""""","ED1002""""","Q3-2020"""""
"A003""""","37086.6""""","USD""""","ED1005""""","2023-Q2"""""
"A002""""","4624074.0""""","INR""""","ED1008""""","Q1-2024"""""
"A002""""","4129239.0""""","INR""""","ED1005""""","4th Qtr 2023"""""
"A004""""","35273.36""""","EUR""""","ED1004""""","Q1-2021"""""
"A004""""","3709171.0""""","INR""""","ED1001""""","Q1-2020"""""
"A003""""","1190378.0""""","INR""""","ED1005""""","2021-Q2"""""
"A002""""","1654700.0""""","INR""""","ED1009""""","Q1-2021"""""
"A001""""","4989760.0""""","INR""""","ED1006""""","2021-Q2"""""
"A004""""","2078245.0""""","INR""""","ED1004""""","4th Qtr 2023"""""
"A002""""","12273.08""""","USD""""","ED1003""""","4th Qtr 2020"""""
"A003""""","1682639.0""""","INR""""","ED1010""""","2024-Q2"""""
"A001""""","2630209.0""""","INR""""","ED1009""""","4th Qtr 2024"""""
"A004""""","1600593.0""""","INR""""","ED1007""""","2023-Q2"""""
"A002""""","2398271.0""""","INR""""","ED1010""""","Q3-2023"""""
"A002""""","1676873.0""""","INR""""","ED1008""""","Q1-2019"""""
"A002""""","3087268.0""""","INR""""","ED1004""""","2021-Q2"""""
"A003""""","2895087.0""""","INR""""","ED1008""""","Q1-2024"""""
"A004""""","4705301.0""""","INR""""","ED1008""""","4th Qtr 2023"""""
"A001""""","1450598.0""""","INR""""","ED1003""""","4th Qtr 2022"""""
"A001""""","2773154.0""""","INR""""","ED1007""""","Q3-2022"""""
"A004""""","2003505.0""""","INR""""","ED1010""""","4th Qtr 2021"""""
"A001""""","36663.01""""","EUR""""","ED1008""""","Q3-2019"""""
"A002""""","48288.12""""","EUR""""","ED1001""""","4th Qtr 2023"""""
"A004""""","39750.9""""","USD""""","ED1007""""","Q3-2022"""""
"A001""""","1294633.0""""","INR""""","ED1008""""","Q3-2023"""""
"A003""""","1463619.0""""","INR""""","ED1004""""","Q1-2022"""""
"A004""""","1635330.0""""","INR""""","ED1001""""","4th Qtr 2020"""""
"A001""""","1298054.0""""","INR""""","ED1005""""","Q1-2021"""""
"A001""""","48055.07""""","USD""""","ED1007""""","2021-Q2"""""
"A002""""","16390.19""""","USD""""","ED1003""""","2020-Q2"""""
"A001""""","4137507.0""""","IN RUPEES""""","ED1004""""","Q1-2024"""""
"A003""""","4320534.0""""","INR""""","ED1003""""","4th Qtr 2022"""""
"A001""""","4951068.0""""","INR""""","ED1006""""","Q1-2021"""""
"A001""""","1928197.0""""","INR""""","ED1006""""","2023-Q2"""""
"A004""""","2774254.0""""","INR""""","ED1007""""","4th Qtr 2023"""""
"A003""""","4163232.0""""","INR""""","ED1005""""","Q3-2023"""""
"A003""""","1986578.0""""","INR""""","ED1005""""","Q3-2020"""""
"A004""""","3454438.0""""","INR""""","ED1010""""","Q1-2020"""""
"A002""""","3263186.0""""","INR""""","ED1002""""","4th Qtr 2023"""""
"A002""""","17146.08""""","USD""""","ED1010""""","2020-Q2"""""
"A002""""","1599170.0""""","INR""""","ED1002""""","2021-Q2"""""
"A001""""","4563048.0""""","INR""""","ED1006""""","Q1-2020"""""
"A004""""","3624128.0""""","INR""""","ED1002""""","2020-Q2"""""
"A001""""","1095249.0""""","INR""""","ED1007""""","Q1-2021"""""
"A003""""","14633.61""""","USD""""","ED1005""""","Q3-2022"""""
"A003""""","2368313.0""""","INR""""","ED1003""""","4th Qtr 2024"""""
"A003""""","2062449.0""""","INR""""","ED1007""""","4th Qtr 2021"""""
"A001""""","2867547.0""""","INR""""","ED1002""""","Q1-2023"""""
"A004""""","4945671.0""""","INR""""","ED1009""""","Q1-2022"""""
"A001""""","2179280.0""""","INR""""","ED1001""""","Q3-2020"""""
"A001""""","49436.5""""","EUR""""","ED1010""""","2023-Q2"""""
"A004""""","1796584.0""""","INR""""","ED1001""""","4th Qtr 2024"""""
"A004""""","3341770.0""""","INR""""","ED1002""""","4th Qtr 2021"""""
"A001""""","35322.16""""","USD""""","ED1004""""","Q3-2023"""""
"A002""""","4981620.0""""","INR""""","ED1007""""","2019-Q2"""""
"A003""""","17092.9""""","USD""""","ED1002""""","Q3-2021"""""
