edition_id,ad_category,quarter,ad_revenue,currency
"ED1008""""","A001""""","Q3-2019""""","3072966.0""""","INR"""""
"ED1010""""","A004""""","Q1-2023""""","2331273.0""""","INR"""""
"ED1001""""","A002""""","4th Qtr 2023""""","4878582.0""""","INR"""""
"ED1010""""","A003""""","4th Qtr 2019""""","1433676.0""""","INR"""""
"ED1004""""","A001""""","Q3-2019""""","4477898.0""""","INR"""""
"ED1004""""","A004""""","2024-Q2""""","3762752.0""""","INR"""""
"ED1001""""","A003""""","2020-Q2""""","3106488.0""""","IN RUPEES"""""
"ED1010""""","A003""""","4th Qtr 2024""""","1971646.0""""","IN RUPEES"""""
"ED1005""""","A004""""","4th Qtr 2021""""","4560605.0""""","INR"""""
"ED1004""""","A002""""","2022-Q2""""","52645.82""""","EUR"""""
"ED1007""""","A003""""","2020-Q2""""","1113633.0""""","INR"""""
"ED1010""""","A004""""","2022-Q2""""","3171928.0""""","INR"""""
"ED1003""""","A002""""","4th Qtr 2022""""","4872915.0""""","INR"""""
"ED1008""""","A002""""","4th Qtr 2024""""","4506722.0""""","INR"""""
"ED1009""""","A001""""","4th Qtr 2023""""","4786886.0""""","INR"""""
"ED1007""""","A003""""","2019-Q2""""","51670.81""""","EUR"""""
"ED1002""""","A003""""","4th Qtr 2020""""","2708457.0""""","INR"""""
"ED1003""""","A002""""","Q1-2022""""","4550543.0""""","INR"""""
"ED1005""""","A003""""","Q1-2020""""","1069470.0""""","INR"""""
"ED1010""""","A001""""","4th Qtr 2023""""","1717472.0""""","INR"""""
"ED1008""""","A001""""","Q1-2021""""","2650525.0""""","IN RUPEES"""""
"ED1007""""","A003""""","Q3-2023""""","2937499.0""""","INR"""""
"ED1007""""","A003""""","2023-Q2""""","1917336.0""""","INR"""""
"ED1009""""","A001""""","4th Qtr 2023""""","21744.55""""","USD"""""
"ED1009""""","A003""""","Q3-2020""""","1446083.0""""","INR"""""
"ED1001""""","A003""""","2019-Q2""""","2783959.0""""","INR"""""
"ED1010""""","A004""""","4th Qtr 2023""""","22582.33""""","EUR"""""
"ED1001""""","A004""""","4th Qtr 2022""""","2257381.0""""","INR"""""
"ED1006""""","A004""""","Q3-2024""""","1448247.0""""","IN RUPEES"""""
"ED1008""""","A003""""","Q1-2022""""","1589196.0""""","INR"""""
"ED1003""""","A001""""","2021-Q2""""","16475.22""""","USD"""""
"ED1001""""","A001""""","2020-Q2""""","1548511.0""""","INR"""""
"ED1001""""","A003""""","Q1-2023""""","1621044.0""""","INR"""""
"ED1010""""","A002""""","4th Qtr 2022""""","4967832.0""""","INR"""""
"ED1010""""","A001""""","4th Qtr 2019""""","1889735.0""""","INR"""""
"ED1001""""","A004""""","2019-Q2""""","2173878.0""""","INR"""""
"ED1007""""","A003""""","Q1-2023""""","3509884.0""""","INR"""""
"ED1007""""","A003""""","4th Qtr 2019""""","54711.36""""","USD"""""
"ED1005""""","A004""""","2021-Q2""""","2267404.0""""","INR"""""
"ED1010""""","A003""""","Q1-2020""""","2435643.0""""","INR"""""
"ED1004""""","A001""""","Q3-2024""""","3823559.0""""","IN RUPEES"""""
"ED1002""""","A003""""","Q1-2021""""","4173283.0""""","INR"""""
"ED1004""""","A003""""","4th Qtr 2024""""","2938517.0""""","INR"""""
"ED1007""""","A002""""","4th Qtr 2019""""","1370821.0""""","INR"""""
"ED1004""""","A001""""","4th Qtr 2019""""","4016088.0""""","INR"""""
"ED1001""""","A001""""","Q1-2021""""","48110.01""""","EUR"""""
"ED1010""""","A004""""","2020-Q2""""","3061306.0""""","INR"""""
"ED1004""""","A003""""","4th Qtr 2022""""","3494727.0""""","INR"""""
"ED1001""""","A002""""","Q1-2023""""","30228.93""""","EUR"""""
"ED1006""""","A001""""","2019-Q2""""","3890750.0""""","IN RUPEES"""""
"ED1004""""","A003""""","Q1-2020""""","3304212.0""""","INR"""""
"ED1001""""","A003""""","Q1-2022""""","24385.07""""","EUR"""""
"ED1003""""","A002""""","Q1-2020""""","33546.32""""","EUR"""""
"ED1004""""","A001""""","4th Qtr 2020""""","3816051.0""""","INR"""""
"ED1010""""","A002""""","Q3-2022""""","15046.42""""","EUR"""""
"ED1006""""","A004""""","Q1-2020""""","38802.59""""","EUR"""""
"ED1006""""","A003""""","4th Qtr 2019""""","33936.51""""","EUR"""""
"ED1003""""","A001""""","Q3-2021""""","48218.2""""","EUR"""""
"ED1009""""","A003""""","4th Qtr 2021""""","49280.83""""","EUR"""""
"ED1002""""","A003""""","Q3-2023""""","3689392.0""""","IN RUPEES"""""
"ED1008""""","A003""""","Q1-2021""""","22624.54""""","EUR"""""
"ED1003""""","A001""""","Q1-2023""""","4893012.0""""","INR"""""
"ED1009""""","A002""""","Q1-2022""""","3964411.0""""","INR"""""
"ED1009""""","A001""""","Q3-2022""""","2342218.0""""","INR"""""
"ED1007""""","A004""""","Q1-2021""""","3862439.0""""","INR"""""
"ED1010""""","A004""""","4th Qtr 2020""""","4980925.0""""","INR"""""
"ED1007""""","A002""""","Q1-2023""""","1421291.0""""","IN RUPEES"""""
"ED1010""""","A001""""","4th Qtr 2022""""","2364194.0""""","INR"""""
"ED1009""""","A001""""","4th Qtr 2020""""","2968799.0""""","INR"""""
"ED1009""""","A003""""","Q3-2022""""","55165.43""""","EUR"""""
"ED1001""""","A001""""","Q3-2024""""","4582286.0""""","INR"""""
"ED1007""""","A004""""","2022-Q2""""","34710.31""""","EUR"""""
"ED1003""""","A004""""","Q1-2021""""","2316140.0""""","IN RUPEES"""""
"ED1007""""","A001""""","Q1-2020""""","3497742.0""""","IN RUPEES"""""
"ED1007""""","A003""""","4th Qtr 2022""""","4780497.0""""","INR"""""
"ED1003""""","A003""""","Q3-2020""""","3877434.0""""","INR"""""
"ED1005""""","A002""""","4th Qtr 2020""""","49535.57""""","USD"""""
"ED1003""""","A001""""","Q1-2023""""","3185748.0""""","INR"""""
"ED1008""""","A003""""","Q3-2019""""","2873833.0""""","INR"""""
"ED1006""""","A003""""","2019-Q2""""","1422981.0""""","IN RUPEES"""""
"ED1006""""","A003""""","4th Qtr 2020""""","55483.16""""","USD"""""
"ED1010""""","A003""""","Q1-2019""""","2035190.0""""","INR"""""
"ED1008""""","A002""""","2020-Q2""""","22813.23""""","EUR"""""
"ED1003""""","A004""""","Q3-2019""""","4985211.0""""","IN RUPEES"""""
"ED1007""""","A001""""","Q1-2023""""","2006650.0""""","INR"""""
"ED1007""""","A002""""","2024-Q2""""","3620989.0""""","INR"""""
"ED1004""""","A004""""","4th Qtr 2019""""","3442364.0""""","INR"""""
"ED1009""""","A003""""","2022-Q2""""","1813467.0""""","INR"""""
"ED1009""""","A001""""","2020-Q2""""","4981686.0""""","INR"""""
"ED1002""""","A004""""","Q3-2021""""","33423.65""""","USD"""""
"ED1006""""","A002""""","Q1-2024""""","24914.08""""","USD"""""
"ED1006""""","A001""""","4th Qtr 2023""""","4468958.0""""","INR"""""
"ED1010""""","A002""""","Q3-2019""""","34801.63""""","EUR"""""
"ED1008""""","A004""""","2022-Q2""""","37911.13""""","EUR"""""
"ED1002""""","A003""""","Q1-2019""""","1126588.0""""","INR"""""
"ED1002""""","A001""""","Q3-2022""""","4175234.0""""","INR"""""
"ED1006""""","A001""""","4th Qtr 2022""""","3108487.0""""","INR"""""
"ED1010""""","A003""""","4th Qtr 2022""""","1962982.0""""","IN RUPEES"""""
"ED1002""""","A003""""","4th Qtr 2022""""","4966317.0""""","INR"""""
"ED1001""""","A003""""","2023-Q2""""","4669703.0""""","INR"""""
"ED1003""""","A001""""","Q3-2019""""","4007884.0""""","INR"""""
"ED1006""""","A003""""","Q3-2022""""","23576.39""""","EUR"""""
"ED1010""""","A003""""","2021-Q2""""","3085027.0""""","INR"""""
"ED1003""""","A001""""","2024-Q2""""","2343727.0""""","INR"""""
"ED1007""""","A003""""","4th Qtr 2023""""","23946.39""""","EUR"""""
"ED1008""""","A001""""","4th Qtr 2019""""","4297881.0""""","INR"""""
"ED1007""""","A001""""","Q3-2024""""","4676770.0""""","INR"""""
"ED1008""""","A004""""","Q1-2023""""","4986784.0""""","IN RUPEES"""""
"ED1001""""","A004""""","Q3-2019""""","2410985.0""""","INR"""""
"ED1009""""","A001""""","Q3-2019""""","2121905.0""""","INR"""""
"ED1001""""","A001""""","Q1-2022""""","29408.76""""","EUR"""""
"ED1007""""","A001""""","Q3-2020""""","1651218.0""""","INR"""""
"ED1002""""","A002""""","Q3-2024""""","13010.41""""","USD"""""
"ED1004""""","A003""""","Q1-2022""""","1805533.0""""","INR"""""
"ED1005""""","A004""""","2020-Q2""""","4342961.0""""","INR"""""
"ED1009""""","A001""""","4th Qtr 2019""""","4946735.0""""","IN RUPEES"""""
"ED1008""""","A004""""","2022-Q2""""","2400998.0""""","IN RUPEES"""""
"ED1006""""","A001""""","Q3-2019""""","13498.81""""","EUR"""""
"ED1001""""","A003""""","4th Qtr 2023""""","1935650.0""""","INR"""""
"ED1002""""","A003""""","2022-Q2""""","1132827.0""""","INR"""""
"ED1008""""","A003""""","Q1-2020""""","1284777.0""""","INR"""""
"ED1008""""","A002""""","4th Qtr 2020""""","1144678.0""""","INR"""""
"ED1009""""","A001""""","2024-Q2""""","3173394.0""""","INR"""""
"ED1004""""","A002""""","4th Qtr 2022""""","1148038.0""""","INR"""""
"ED1009""""","A001""""","2021-Q2""""","2275804.0""""","INR"""""
"ED1005""""","A002""""","4th Qtr 2019""""","23777.63""""","EUR"""""
"ED1007""""","A001""""","4th Qtr 2022""""","34206.77""""","USD"""""
"ED1006""""","A003""""","Q3-2023""""","43606.69""""","USD"""""
"ED1003""""","A001""""","Q3-2019""""","4456931.0""""","INR"""""
"ED1007""""","A002""""","Q1-2019""""","4532792.0""""","INR"""""
"ED1008""""","A003""""","Q3-2024""""","2913507.0""""","INR"""""
"ED1007""""","A003""""","Q3-2019""""","25419.59""""","EUR"""""
"ED1010""""","A001""""","4th Qtr 2021""""","22988.17""""","EUR"""""
"ED1004""""","A003""""","Q1-2023""""","2164635.0""""","INR"""""
"ED1009""""","A004""""","Q1-2023""""","42391.37""""","USD"""""
"ED1005""""","A001""""","4th Qtr 2024""""","2911066.0""""","INR"""""
"ED1009""""","A002""""","Q1-2024""""","2835620.0""""","INR"""""
"ED1007""""","A004""""","Q3-2023""""","27144.1""""","EUR"""""
"ED1003""""","A002""""","2019-Q2""""","1889084.0""""","INR"""""
"ED1003""""","A001""""","Q1-2019""""","2958468.0""""","INR"""""
"ED1008""""","A004""""","4th Qtr 2020""""","4540171.0""""","INR"""""
"ED1010""""","A003""""","Q3-2020""""","4185890.0""""","INR"""""
"ED1008""""","A002""""","4th Qtr 2021""""","2511683.0""""","INR"""""
"ED1005""""","A001""""","Q1-2024""""","3635048.0""""","INR"""""
"ED1007""""","A004""""","Q3-2021""""","3994862.0""""","INR"""""
"ED1005""""","A003""""","Q1-2022""""","3257281.0""""","IN RUPEES"""""
"ED1003""""","A002""""","Q3-2022""""","4246611.0""""","IN RUPEES"""""
"ED1002""""","A001""""","2023-Q2""""","1007440.0""""","INR"""""
"ED1009""""","A003""""","4th Qtr 2021""""","2446120.0""""","INR"""""
"ED1002""""","A003""""","4th Qtr 2024""""","4493893.0""""","INR"""""
"ED1010""""","A001""""","Q1-2022""""","1048719.0""""","IN RUPEES"""""
"ED1003""""","A002""""","2023-Q2""""","2682267.0""""","INR"""""
"ED1004""""","A004""""","2024-Q2""""","4408072.0""""","INR"""""
"ED1005""""","A001""""","2019-Q2""""","1441950.0""""","IN RUPEES"""""
"ED1006""""","A003""""","2022-Q2""""","2973670.0""""","INR"""""
"ED1002""""","A003""""","Q1-2023""""","49507.6""""","USD"""""
"ED1003""""","A003""""","2022-Q2""""","4711892.0""""","INR"""""
"ED1003""""","A002""""","4th Qtr 2023""""","1602294.0""""","INR"""""
"ED1007""""","A003""""","Q3-2019""""","1040707.0""""","INR"""""
"ED1004""""","A001""""","Q3-2021""""","3602816.0""""","INR"""""
"ED1006""""","A002""""","Q3-2023""""","3736649.0""""","INR"""""
"ED1009""""","A003""""","Q1-2024""""","3068334.0""""","INR"""""
"ED1002""""","A001""""","4th Qtr 2023""""","4557145.0""""","INR"""""
"ED1006""""","A001""""","Q3-2022""""","2584494.0""""","INR"""""
"ED1010""""","A001""""","Q3-2021""""","45408.87""""","EUR"""""
"ED1008""""","A003""""","Q3-2023""""","59989.33""""","USD"""""
"ED1004""""","A003""""","2019-Q2""""","2572015.0""""","INR"""""
"ED1010""""","A002""""","2019-Q2""""","18776.23""""","EUR"""""
"ED1009""""","A003""""","2021-Q2""""","4684030.0""""","INR"""""
"ED1010""""","A004""""","Q3-2019""""","24847.89""""","USD"""""
"ED1009""""","A003""""","Q3-2020""""","1371953.0""""","INR"""""
"ED1006""""","A003""""","Q1-2021""""","32130.26""""","EUR"""""
"ED1010""""","A002""""","Q1-2023""""","3081065.0""""","IN RUPEES"""""
"ED1008""""","A001""""","2019-Q2""""","38480.02""""","EUR"""""
"ED1004""""","A003""""","2023-Q2""""","4961514.0""""","INR"""""
"ED1007""""","A002""""","4th Qtr 2019""""","3446022.0""""","IN RUPEES"""""
"ED1007""""","A003""""","2024-Q2""""","44813.64""""","USD"""""
"ED1002""""","A004""""","2022-Q2""""","3894529.0""""","INR"""""
"ED1004""""","A001""""","2020-Q2""""","1711910.0""""","INR"""""
"ED1009""""","A003""""","Q1-2023""""","19196.84""""","USD"""""
"ED1006""""","A002""""","Q1-2020""""","49948.29""""","USD"""""
"ED1004""""","A002""""","2020-Q2""""","42434.93""""","EUR"""""
"ED1008""""","A004""""","2024-Q2""""","1714777.0""""","INR"""""
"ED1005""""","A002""""","2021-Q2""""","58809.96""""","USD"""""
"ED1006""""","A001""""","Q1-2023""""","3556118.0""""","INR"""""
"ED1009""""","A003""""","Q3-2024""""","3242780.0""""","INR"""""
"ED1005""""","A002""""","4th Qtr 2024""""","4284607.0""""","INR"""""
"ED1004""""","A003""""","Q3-2022""""","4130337.0""""","IN RUPEES"""""
"ED1004""""","A003""""","Q3-2024""""","1226711.0""""","INR"""""
"ED1006""""","A004""""","2020-Q2""""","2848489.0""""","INR"""""
"ED1006""""","A003""""","Q1-2021""""","34110.72""""","USD"""""
"ED1004""""","A001""""","Q3-2019""""","4186647.0""""","INR"""""
"ED1010""""","A002""""","4th Qtr 2021""""","30534.02""""","EUR"""""
"ED1009""""","A002""""","4th Qtr 2019""""","47187.63""""","EUR"""""
"ED1007""""","A004""""","2022-Q2""""","18283.01""""","USD"""""
"ED1005""""","A001""""","4th Qtr 2023""""","3943869.0""""","IN RUPEES"""""
"ED1008""""","A003""""","Q1-2019""""","1629690.0""""","INR"""""
"ED1010""""","A004""""","Q1-2024""""","46596.27""""","USD"""""
"ED1010""""","A003""""","2020-Q2""""","50542.95""""","USD"""""
"ED1009""""","A004""""","4th Qtr 2024""""","19207.25""""","USD"""""
"ED1009""""","A003""""","Q1-2022""""","4592455.0""""","INR"""""
"ED1009""""","A004""""","Q3-2021""""","27018.28""""","USD"""""
"ED1008""""","A001""""","2023-Q2""""","4967532.0""""","INR"""""
"ED1009""""","A003""""","Q1-2019""""","21876.51""""","EUR"""""
"ED1002""""","A001""""","Q1-2020""""","2646238.0""""","INR"""""
"ED1004""""","A003""""","Q1-2021""""","25762.24""""","USD"""""
"ED1003""""","A004""""","2020-Q2""""","2017027.0""""","INR"""""
"ED1008""""","A004""""","Q3-2020""""","1878059.0""""","INR"""""
"ED1001""""","A001""""","4th Qtr 2021""""","2104949.0""""","INR"""""
"ED1008""""","A001""""","Q1-2022""""","2665096.0""""","INR"""""
"ED1003""""","A001""""","Q1-2021""""","45565.06""""","EUR"""""
"ED1009""""","A002""""","2022-Q2""""","1005833.0""""","INR"""""
"ED1009""""","A003""""","Q3-2021""""","2349198.0""""","INR"""""
"ED1010""""","A002""""","2021-Q2""""","3397133.0""""","INR"""""
"ED1002""""","A001""""","4th Qtr 2020""""","2676615.0""""","INR"""""
"ED1008""""","A002""""","4th Qtr 2023""""","4234838.0""""","INR"""""
"ED1004""""","A001""""","Q1-2021""""","2456742.0""""","INR"""""
"ED1008""""","A004""""","4th Qtr 2024""""","1607664.0""""","INR"""""
"ED1007""""","A004""""","2021-Q2""""","1700195.0""""","INR"""""
"ED1008""""","A003""""","Q1-2023""""","32444.49""""","USD"""""
"ED1009""""","A004""""","Q3-2023""""","3402477.0""""","INR"""""
"ED1003""""","A002""""","Q1-2024""""","3664114.0""""","INR"""""
"ED1006""""","A001""""","Q3-2021""""","16038.69""""","USD"""""
"ED1006""""","A003""""","Q1-2022""""","4117736.0""""","INR"""""
"ED1009""""","A001""""","Q3-2021""""","2170763.0""""","INR"""""
"ED1004""""","A004""""","Q1-2019""""","2809027.0""""","INR"""""
"ED1001""""","A001""""","2019-Q2""""","3695135.0""""","INR"""""
"ED1009""""","A003""""","2024-Q2""""","1478853.0""""","INR"""""
"ED1008""""","A001""""","Q3-2022""""","4738474.0""""","INR"""""
"ED1002""""","A004""""","Q1-2021""""","4774237.0""""","INR"""""
"ED1008""""","A003""""","4th Qtr 2024""""","39884.89""""","USD"""""
"ED1006""""","A001""""","4th Qtr 2022""""","2169207.0""""","INR"""""
"ED1007""""","A003""""","4th Qtr 2024""""","4974528.0""""","INR"""""
"ED1001""""","A003""""","4th Qtr 2022""""","4772787.0""""","INR"""""
"ED1001""""","A002""""","Q3-2021""""","55134.24""""","USD"""""
"ED1003""""","A001""""","Q3-2023""""","1973364.0""""","INR"""""
"ED1002""""","A001""""","Q1-2024""""","1394357.0""""","INR"""""
"ED1001""""","A001""""","2021-Q2""""","3966415.0""""","INR"""""
"ED1009""""","A001""""","Q3-2023""""","21459.14""""","EUR"""""
"ED1004""""","A002""""","Q1-2020""""","1570853.0""""","IN RUPEES"""""
"ED1007""""","A001""""","4th Qtr 2023""""","1612425.0""""","INR"""""
"ED1006""""","A001""""","Q3-2020""""","1623335.0""""","INR"""""
"ED1005""""","A001""""","Q1-2019""""","36491.02""""","USD"""""
"ED1006""""","A002""""","4th Qtr 2023""""","12290.23""""","USD"""""
"ED1006""""","A003""""","Q3-2021""""","27832.44""""","EUR"""""
"ED1009""""","A002""""","2020-Q2""""","4660210.0""""","INR"""""
"ED1007""""","A003""""","Q3-2024""""","2336952.0""""","INR"""""
"ED1002""""","A003""""","Q3-2024""""","1283216.0""""","INR"""""
"ED1001""""","A004""""","Q1-2024""""","27265.55""""","USD"""""
"ED1007""""","A002""""","2022-Q2""""","2425602.0""""","INR"""""
"ED1002""""","A003""""","Q3-2023""""","4724579.0""""","IN RUPEES"""""
"ED1010""""","A004""""","2023-Q2""""","2676505.0""""","INR"""""
"ED1008""""","A001""""","2020-Q2""""","1271035.0""""","INR"""""
"ED1001""""","A001""""","2024-Q2""""","18571.84""""","EUR"""""
"ED1001""""","A003""""","Q1-2020""""","4541077.0""""","IN RUPEES"""""
"ED1003""""","A003""""","Q1-2020""""","40112.34""""","EUR"""""
"ED1001""""","A001""""","2022-Q2""""","3205772.0""""","INR"""""
"ED1007""""","A004""""","Q1-2024""""","2112519.0""""","INR"""""
"ED1006""""","A001""""","Q3-2020""""","3687266.0""""","INR"""""
"ED1003""""","A001""""","Q3-2022""""","4205147.0""""","INR"""""
"ED1004""""","A003""""","Q1-2019""""","2265768.0""""","INR"""""
"ED1001""""","A002""""","2023-Q2""""","2483459.0""""","INR"""""
"ED1005""""","A001""""","Q1-2023""""","2150662.0""""","INR"""""
"ED1005""""","A002""""","Q3-2019""""","2500877.0""""","INR"""""
"ED1004""""","A003""""","4th Qtr 2021""""","2039998.0""""","INR"""""
"ED1007""""","A003""""","2021-Q2""""","4260601.0""""","INR"""""
"ED1007""""","A001""""","4th Qtr 2020""""","1338225.0""""","INR"""""
"ED1010""""","A003""""","4th Qtr 2024""""","4377444.0""""","INR"""""
"ED1004""""","A004""""","2023-Q2""""","2622090.0""""","INR"""""
"ED1003""""","A001""""","4th Qtr 2023""""","2948726.0""""","INR"""""
"ED1003""""","A001""""","2020-Q2""""","2045271.0""""","IN RUPEES"""""
"ED1008""""","A001""""","2023-Q2""""","16232.37""""","USD"""""
"ED1006""""","A004""""","2022-Q2""""","16558.55""""","USD"""""
"ED1007""""","A001""""","Q3-2022""""","3711664.0""""","IN RUPEES"""""
"ED1002""""","A003""""","4th Qtr 2021""""","3150304.0""""","INR"""""
"ED1008""""","A003""""","Q1-2024""""","31314.54""""","EUR"""""
"ED1006""""","A001""""","2021-Q2""""","26069.72""""","EUR"""""
"ED1001""""","A002""""","Q1-2019""""","4435378.0""""","INR"""""
"ED1010""""","A002""""","4th Qtr 2020""""","1990495.0""""","INR"""""
"ED1008""""","A003""""","4th Qtr 2023""""","1096674.0""""","INR"""""
"ED1002""""","A001""""","Q3-2019""""","2936467.0""""","INR"""""
"ED1003""""","A001""""","Q1-2024""""","30418.09""""","EUR"""""
"ED1001""""","A003""""","4th Qtr 2021""""","30490.96""""","USD"""""
"ED1008""""","A003""""","2019-Q2""""","3170086.0""""","INR"""""
"ED1006""""","A004""""","Q3-2024""""","4540957.0""""","INR"""""
"ED1007""""","A003""""","4th Qtr 2020""""","3184920.0""""","INR"""""
"ED1006""""","A004""""","Q3-2019""""","4030737.0""""","INR"""""
"ED1002""""","A001""""","Q3-2020""""","40774.12""""","USD"""""
"ED1005""""","A003""""","2023-Q2""""","37086.6""""","USD"""""
"ED1008""""","A002""""","Q1-2024""""","4624074.0""""","INR"""""
"ED1005""""","A002""""","4th Qtr 2023""""","4129239.0""""","INR"""""
"ED1004""""","A004""""","Q1-2021""""","35273.36""""","EUR"""""
"ED1001""""","A004""""","Q1-2020""""","3709171.0""""","INR"""""
"ED1005""""","A003""""","2021-Q2""""","1190378.0""""","INR"""""
"ED1009""""","A002""""","Q1-2021""""","1654700.0""""","INR"""""
"ED1006""""","A001""""","2021-Q2""""","4989760.0""""","INR"""""
"ED1004""""","A004""""","4th Qtr 2023""""","2078245.0""""","INR"""""
"ED1003""""","A002""""","4th Qtr 2020""""","12273.08""""","USD"""""
"ED1010""""","A003""""","2024-Q2""""","1682639.0""""","INR"""""
"ED1009""""","A001""""","4th Qtr 2024""""","2630209.0""""","INR"""""
"ED1007""""","A004""""","2023-Q2""""","1600593.0""""","INR"""""
"ED1010""""","A002""""","Q3-2023""""","2398271.0""""","INR"""""
"ED1008""""","A002""""","Q1-2019""""","1676873.0""""","INR"""""
"ED1004""""","A002""""","2021-Q2""""","3087268.0""""","INR"""""
"ED1008""""","A003""""","Q1-2024""""","2895087.0""""","INR"""""
"ED1008""""","A004""""","4th Qtr 2023""""","4705301.0""""","INR"""""
"ED1003""""","A001""""","4th Qtr 2022""""","1450598.0""""","INR"""""
"ED1007""""","A001""""","Q3-2022""""","2773154.0""""","INR"""""
"ED1010""""","A004""""","4th Qtr 2021""""","2003505.0""""","INR"""""
"ED1008""""","A001""""","Q3-2019""""","36663.01""""","EUR"""""
"ED1001""""","A002""""","4th Qtr 2023""""","48288.12""""","EUR"""""
"ED1007""""","A004""""","Q3-2022""""","39750.9""""","USD"""""
"ED1008""""","A001""""","Q3-2023""""","1294633.0""""","INR"""""
"ED1004""""","A003""""","Q1-2022""""","1463619.0""""","INR"""""
"ED1001""""","A004""""","4th Qtr 2020""""","1635330.0""""","INR"""""
"ED1005""""","A001""""","Q1-2021""""","1298054.0""""","INR"""""
"ED1007""""","A001""""","2021-Q2""""","48055.07""""","USD"""""
"ED1003""""","A002""""","2020-Q2""""","16390.19""""","USD"""""
"ED1004""""","A001""""","Q1-2024""""","4137507.0""""","IN RUPEES"""""
"ED1003""""","A003""""","4th Qtr 2022""""","4320534.0""""","INR"""""
"ED1006""""","A001""""","Q1-2021""""","4951068.0""""","INR"""""
"ED1006""""","A001""""","2023-Q2""""","1928197.0""""","INR"""""
"ED1007""""","A004""""","4th Qtr 2023""""","2774254.0""""","INR"""""
"ED1005""""","A003""""","Q3-2023""""","4163232.0""""","INR"""""
"ED1005""""","A003""""","Q3-2020""""","1986578.0""""","INR"""""
"ED1010""""","A004""""","Q1-2020""""","3454438.0""""","INR"""""
"ED1002""""","A002""""","4th Qtr 2023""""","3263186.0""""","INR"""""
"ED1010""""","A002""""","2020-Q2""""","17146.08""""","USD"""""
"ED1002""""","A002""""","2021-Q2""""","1599170.0""""","INR"""""
"ED1006""""","A001""""","Q1-2020""""","4563048.0""""","INR"""""
"ED1002""""","A004""""","2020-Q2""""","3624128.0""""","INR"""""
"ED1007""""","A001""""","Q1-2021""""","1095249.0""""","INR"""""
"ED1005""""","A003""""","Q3-2022""""","14633.61""""","USD"""""
"ED1003""""","A003""""","4th Qtr 2024""""","2368313.0""""","INR"""""
"ED1007""""","A003""""","4th Qtr 2021""""","2062449.0""""","INR"""""
"ED1002""""","A001""""","Q1-2023""""","2867547.0""""","INR"""""
"ED1009""""","A004""""","Q1-2022""""","4945671.0""""","INR"""""
"ED1001""""","A001""""","Q3-2020""""","2179280.0""""","INR"""""
"ED1010""""","A001""""","2023-Q2""""","49436.5""""","EUR"""""
"ED1001""""","A004""""","4th Qtr 2024""""","1796584.0""""","INR"""""
"ED1002""""","A004""""","4th Qtr 2021""""","3341770.0""""","INR"""""
"ED1004""""","A001""""","Q3-2023""""","35322.16""""","USD"""""
"ED1007""""","A002""""","2019-Q2""""","4981620.0""""","INR"""""
"ED1002""""","A003""""","Q3-2021""""","17092.9""""","USD"""""
